Preview Salary Slip,Xem trước Phiếu lương,
Principal Amount,Số tiền gốc,
Printed On,Đã In Vào,
Privilege Leave,Nghỉ phép ưu đãi,
Probation,Thử việc,
Probationary Period,Thời Gian Thử Việc,
Process Attendance After,Xử lý Chấm công Sau,
Process Payroll Accounting Entry based on Employee,Xử lý Bút toán Kế toán Tiền lương dựa trên Nhân viên,
Process Requests,Xử Lý Yêu Cầu,
Process Shift Requests,Xử lý Yêu cầu Chuyển ca,
Process leave encashment via a separate Payment Entry instead of Salary Slip,Xử lý việc đổi ngày nghỉ thành tiền mặt thông qua Phiếu thu chi riêng thay vì Phiếu lương,
Process {0} Shift Request(s) as <b>{1}</b>?,Xử lý {0} yêu cầu Chuyển ca làm việc thành <b>{1}</b>?,
Processing Requests,Đang Xử Lý Yêu Cầu,
Processing Requests...,Đang xử lý yêu cầu...,
Processing of Shift Requests has been queued. It may take a few minutes.,Đã đưa yêu cầu đổi ca vào hàng đợi xử lý. Quá trình này có thể mất vài phút.,
Professional Tax Deductions,Các Khoản Giảm Trừ Thuế Chuyên Nghiệp,
Proficiency,Thành thạo,
Profit,Lợi nhuận,
Project Profitability,Khả năng sinh lời của Dự án,
Promotion,Khuyến mãi,
Promotion Date,Ngày khuyến mãi,
Property already added,Thuộc tính đã được thêm,
Provident Fund Deductions,Các Khoản Khấu Trừ Quỹ Dự Phòng,
Publish Applications Received,Xuất bản các Ứng dụng đã Nhận,
Publish Salary Range,Công Khai Khoảng Lương,
Publish on website,Xuất bản trên trang web,
Purpose & Amount,Mục đích & Số lượng,
Purpose of Travel,Mục đích chuyến đi,
Push Notification permission denied,Quyền truy cập Thông báo đẩy bị từ chối,
Push notifications disabled,Thông báo đẩy đã tắt,
Push notifications have been disabled on your site,Thông báo đẩy đã bị tắt trên trang web của bạn,
Questionnaire Email Sent,Đã gửi Email khảo sát,
Quick Filters,Bộ lọc nhanh,
Quick Links,Liên kết nhanh,
Radius within which check-in is allowed (in meters),Bán kính cho phép check-in (tính bằng mét),
Rate Goals Manually,Đánh giá Mục tiêu Thủ công,
Rating Criteria,Tiêu chí đánh giá,
Ratings,Đánh giá,
Re-allocate Leaves,Phân bổ lại ngày nghỉ,
Reason for Requesting,Lý do yêu cầu,
Reason for Withholding Salary,Lý do tạm giữ lương,
Reason for skipping auto attendance:,Lý do bỏ qua tự động chấm công:,
Recent Attendance Requests,Các Yêu Cầu Chấm Công Gần Đây,
Recent Expenses,Các Khoản Chi Gần Đây,
Recent Leaves,Nghỉ phép gần đây,
Recent Shift Requests,Yêu Cầu Đổi Ca Gần Đây,
Recommended for a single biometric device / checkins via mobile app,Được khuyến nghị cho một thiết bị sinh trắc học / checkin qua ứng dụng di động,
Recover Cost,Thu hồi chi phí,
Recruitment,Tuyển dụng,
Recruitment Analytics,Phân tích Tuyển dụng,
Reference: {0},Tham chiếu: {0},
Referral Bonus Payment Status,Trạng Thái Thanh Toán Thưởng Giới Thiệu,
Referral Details,Chi Tiết Giới Thiệu,
Referrer Details,Chi Tiết Người Giới Thiệu,
Referrer Name,Tên Người Giới Thiệu,
Reflections,Phản ánh,
Refuelling Details,Chi Tiết Tiếp Nhiên Liệu,
Reject,Từ chối,
Reject Employee Referral,Từ chối giới thiệu nhân viên,
Rejection,Từ chối,
Release Withheld Salaries,Giải phóng Lương bị Giữ lại,
Released,Đã phát hành,
Relieving Date ,Ngày thuyên chuyển,
Relieving Date Missing,Thiếu Ngày Nghỉ Việc,
Remaining Benefits (Yearly),Quyền lợi còn lại (Hàng năm),
Remind Before,Nhắc trước,
Reminded,Đã nhắc nhở,
Reminders,Lời nhắc,
Remove if Zero Valued,Xóa nếu giá trị bằng không,
Rented Car,Xe Thuê,
Repay From Salary,Trả Lương Từ Tiền Lương,
Repay From Salary can be selected only for term loans,Chỉ có thể chọn Trả từ lương cho các khoản vay có kỳ hạn,
Repay Unclaimed Amount from Salary,Trả Lại Khoản Tiền Chưa Yêu Cầu Từ Lương,
Repeat On Days,Lặp lại vào các ngày,
Replies,Trả lời,
Reports To,Báo cáo cho,
Request Attendance,Yêu cầu Chấm công,
Request Leave,Đơn xin nghỉ,
Request a Leave,Yêu cầu Nghỉ phép,
Request a Shift,Yêu cầu đổi ca,
Request an Advance,Yêu cầu tạm ứng,
Requested By,Được yêu cầu bởi,
Requested By (Name),Người yêu cầu (Tên),
Require Full Funding,Yêu cầu cấp vốn đầy đủ,
Required Skills,Kỹ Năng Bắt Buộc,
Required for Employee Creation,Bắt buộc để tạo Nhân viên,
Reschedule Interview,Sắp xếp lại lịch phỏng vấn,
Responsibilities,Trách nhiệm,
Restrict Backdated Leave Application,Hạn chế Đơn xin nghỉ phép có hiệu lực hồi tố,
Resume Attachment,Đính kèm hồ sơ,
Resume Link,Liên kết hồ sơ,
Resume link,Liên kết hồ sơ,
Retained,Được giữ lại,
Retention Bonus,Thưởng duy trì,
Retirement Age (In Years),Tuổi nghỉ hưu (Tính theo năm),
Return amount cannot be greater than unclaimed amount,Số tiền trả lại không được lớn hơn số tiền chưa yêu cầu,
Review various other settings related to Employee Leaves and Expense Claim,Xem xét các cài đặt khác nhau liên quan đến Đơn xin nghỉ phép của Nhân viên và Yêu cầu bồi hoàn chi phí,
Reviewer,Người duyệt,
Reviewer Name,Tên Người Duyệt,
Revised CTC,CTC sửa đổi,
Role Allowed to Create Backdated Leave Application,Vai trò được phép tạo Đơn xin nghỉ phép có hiệu lực từ ngày trước đó,
Roster,Roster,
Roster Color,Màu Sắc Danh Sách,
Round Name,Tên Vòng,
Round off Work Experience,Làm tròn Kinh nghiệm làm việc,
Round to the Nearest Integer,Làm tròn đến số nguyên gần nhất,
Rounding,Làm tròn,
Route to the custom Job Application Webform,Định tuyến đến Biểu mẫu Web Ứng tuyển Việc làm tùy chỉnh,
Row #{0}: Cannot set amount or formula for Salary Component {1} with Variable Based On Taxable Salary,Hàng #{0}: Không thể đặt số tiền hoặc công thức cho Thành phần lương {1} với Biến dựa trên Lương chịu thuế,
Row #{0}: The {1} Component has the options {2} and {3} enabled.,Hàng #{0}: Thành phần {1} đã bật các tùy chọn {2} và {3}.,
Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1},Dòng #{0}: Số tiền trong Bảng chấm công sẽ ghi đè số tiền của cấu phần Thu nhập cho Cấu phần Lương {1},
Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2},Dòng số {0}: Số tiền không được lớn hơn Số tiền chưa thanh toán so với Yêu cầu bồi thường chi phí {1}. Số tiền chưa thanh toán là {2},
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},Hàng {0}# Số tiền đã cấp phát {1} không được lớn hơn số tiền chưa yêu cầu {2},
Row {0}# Paid Amount cannot be greater than Encashment amount,Hàng {0}# Số tiền đã trả không được lớn hơn số tiền quy đổi,
Row {0}# Paid Amount cannot be greater than Total amount,Dòng {0}# Số tiền đã thanh toán không được lớn hơn Tổng số tiền,
Row {0}# Paid Amount cannot be greater than requested advance amount,Hàng {0}# Số tiền đã thanh toán không được lớn hơn số tiền tạm ứng đã yêu cầu,
Row {0}: From (Year) can not be greater than To (Year),Dòng {0}: Từ (Năm) không được lớn hơn Đến (Năm),
Row {0}: Goal Score cannot be greater than 5,Hàng {0}: Điểm Mục tiêu không được lớn hơn 5,
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},Hàng {0}: Số tiền đã thanh toán {1} lớn hơn số tiền tích lũy đang chờ xử lý {2} so với khoản vay {3},
Row {0}: {1},Hàng {0}: {1},
Row {0}: {1} is required in the expenses table to book an expense claim.,Hàng {0}: {1} là bắt buộc trong bảng chi phí để đặt một yêu cầu chi phí.,
Salary Component,Thành phần lương,
Salary Component ,Thành phần lương,
Salary Component Account,Tài khoản thành phần lương,
Salary Component Type,Loại thành phần lương,
Salary Component for timesheet based payroll.,Thành phần lương cho bảng lương dựa trên bảng chấm công.,
Salary Component {0} is currently not used in any Salary Structure.,Thành phần lương {0} hiện không được sử dụng trong bất kỳ Cấu trúc lương nào.,
Salary Detail,Chi Tiết Lương,
Salary Details,Chi Tiết Lương,
Salary Expectation,Mức Lương Mong Muốn,
Salary Information,Thông Tin Lương,
Salary Paid Per,Trả lương mỗi,
Salary Payments Based On Payment Mode,Thanh Toán Lương Dựa Trên Hình Thức Thanh Toán,
Salary Payments via ECS,Thanh toán lương qua ECS,
Salary Payout,Chi trả lương,
Salary Range,Khoảng Lương,
Salary Register,Sổ đăng ký lương,
Salary Slip,Phiếu Lương,
Salary Slip Based on Timesheet,Phiếu Lương Dựa Trên Bảng Chấm Công,
Salary Slip ID,ID Phiếu Lương,
Salary Slip Leave,Phiếu Lương Nghỉ Phép,
Salary Slip Loan,Khoản Vay từ Phiếu Lương,
Salary Slip Timesheet,Phiếu Lương Bảng Chấm Công,
Salary Slip already exists for {0} for the given dates,Phiếu lương đã tồn tại cho {0} trong khoảng thời gian đã chọn,
Salary Slip creation is queued. It may take a few minutes,Phiếu lương đang được tạo. Quá trình này có thể mất vài phút,
Salary Slip of employee {0} already created for this period,Phiếu lương của nhân viên {0} đã được tạo cho kỳ này,
Salary Slip of employee {0} already created for time sheet {1},Phiếu lương của nhân viên {0} đã được tạo cho bảng chấm công {1},
Salary Slip submission is queued. It may take a few minutes,Phiếu lương đang được xếp hàng chờ xử lý. Có thể mất vài phút,
Salary Slip {0} failed for Payroll Entry {1},Phiếu Lương {0} không thành công cho mục nhập bảng lương {1},
Salary Slip {0} failed. You can resolve the {1} and retry {0}.,Phiếu lương {0} thất bại. Bạn có thể giải quyết {1} và thử lại {0}.,
Salary Slips,Phiếu Lương,
Salary Slips Created,Phiếu Lương Đã Tạo,
Salary Slips Submitted,Phiếu Lương Đã Nộp,
"Salary Slips already exist for employees {}, and will not be processed by this payroll.","Phiếu lương đã tồn tại cho nhân viên {}, và sẽ không được xử lý bởi bảng lương này.",
Salary Slips submitted for period from {0} to {1},Phiếu lương đã nộp cho kỳ từ {0} đến {1},
Salary Structure,Cấu trúc lương,
Salary Structure Assignment,Gán Cấu Trúc Lương,
Salary Structure Assignment field,Trường Gán Cấu trúc Lương,
Salary Structure Assignment for Employee already exists,Đã có sự phân công Cấu trúc lương cho Nhân viên này,
Salary Structure Missing,Thiếu Cấu Trúc Lương,
Salary Structure must be submitted before submission of {0},Cần phải nộp Cơ cấu lương trước khi nộp {0},
Salary Structure not found for employee {0} and date {1},Không tìm thấy Cấu trúc lương cho nhân viên {0} và ngày {1},
Salary Structure should have flexible benefit component(s) to dispense benefit amount,Cấu trúc lương nên có (các) thành phần phúc lợi linh hoạt để cấp phát số tiền phúc lợi,
Salary Structure {0} does not belong to company {1},Cấu trúc lương {0} không thuộc về công ty {1},
Salary Structures updated successfully,Cập nhật Cơ cấu lương thành công,
Salary Withholding,Khấu trừ lương,
Salary Withholding Cycle,Chu kỳ khấu trừ lương,
Salary Withholding {0} already exists for employee {1} for the selected period,Khoản khấu trừ lương {0} đã tồn tại cho nhân viên {1} trong kỳ đã chọn,
"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.","Lương đã được xử lý cho giai đoạn giữa {0} và {1}, không thể xin nghỉ phép trong khoảng thời gian này.",
Salary breakup based on Earning and Deduction.,Chi tiết lương dựa trên Thu nhập và Các khoản khấu trừ.,
Salary components should be part of the Salary Structure.,Các thành phần lương nên là một phần của Cơ cấu lương.,
Salary slip emails have been enqueued for sending. Check {0} for status.,Email phiếu lương đã được đưa vào hàng đợi để gửi. Kiểm tra {0} để biết trạng thái.,
Sanctioned Amount,Số tiền được duyệt,
Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,Số tiền được duyệt không được lớn hơn Số tiền yêu cầu trong Hàng {0}.,
Scheduled On,Lên lịch vào,
Score (0-5),Điểm (0-5),
Score Earned,Điểm Đạt Được,
Score must be less than or equal to 5,Điểm số phải nhỏ hơn hoặc bằng 5,
Scores,Điểm số,
Search for Jobs,Tìm kiếm công việc,
Select Interview Round First,Chọn Vòng Phỏng Vấn Trước,
Select Interview first,Chọn Phỏng vấn trước,
Select Payment Account to make Bank Entry,Chọn Tài Khoản Thanh Toán để tạo Bank Entry,
Select Payroll Frequency.,Chọn Tần Suất Tính Lương.,
Select Payroll Period,Chọn Kỳ Thanh Toán Lương,
Select Property,Chọn Thuộc tính,
Select Shift Requests,Chọn Yêu Cầu Chuyển Ca,
Select Terms and Conditions,Chọn Điều khoản và Điều kiện,
Select Users,Chọn Người dùng,
Select an employee to get the employee advance.,Chọn một nhân viên để nhận tạm ứng cho nhân viên.,
Select the Employee for which you want to allocate leaves.,Chọn Nhân viên mà bạn muốn cấp phép nghỉ.,
Select the Employee.,Chọn Nhân viên.,
"Select the Leave Type like Sick leave, Privilege Leave, Casual Leave, etc.","Chọn Loại Nghỉ như Nghỉ ốm, Nghỉ phép đặc biệt, Nghỉ không lương, v.v.",
Select the date after which this Leave Allocation will expire.,Chọn ngày hết hạn Phân bổ Nghỉ phép này.,
Select the date from which this Leave Allocation will be valid.,Chọn ngày mà Phân bổ Nghỉ phép này sẽ có hiệu lực.,
Select the end date for your Leave Application.,Chọn ngày kết thúc cho Đơn xin nghỉ phép của bạn.,
Select the start date for your Leave Application.,Chọn ngày bắt đầu cho Đơn xin nghỉ phép của bạn.,
Select this if you want shift assignments to be automatically created indefinitely.,Chọn tùy chọn này nếu bạn muốn việc phân công ca được tự động tạo vô thời hạn.,
"Select type of leave the employee wants to apply for, like Sick Leave, Privilege Leave, Casual Leave, etc.","Chọn loại nghỉ phép mà nhân viên muốn đăng ký, chẳng hạn như Nghỉ ốm, Nghỉ phép đặc quyền, Nghỉ phép thông thường, v.v.",
Select your Leave Approver i.e. the person who approves or rejects your leaves.,"Chọn Người phê duyệt nghỉ phép của bạn, tức là người phê duyệt hoặc từ chối các đơn xin nghỉ phép của bạn.",
Self Appraisal,Tự đánh giá,
Self Appraisal Pending: {0},Tự đánh giá đang chờ xử lý: {0},
Self Appraisal Score,Điểm Tự Đánh Giá,
Self Score,Tự chấm điểm,
Self-Study,Tự học,
Self-approval for leaves is not allowed,Không được tự phê duyệt cho đơn xin nghỉ phép,
Seminar,Hội thảo,
Send Emails At,Gửi Email vào lúc,
Send Exit Questionnaire,Gửi Phiếu Khảo Sát Thôi Việc,
Send Exit Questionnaires,Gửi Phiếu Khảo Sát Khi Nghỉ Việc,
Send Interview Feedback Reminder,Gửi Nhắc Nhở Phản Hồi Phỏng Vấn,
Send Interview Reminder,Gửi lời nhắc phỏng vấn,
Send Leave Notification,Gửi Thông Báo Nghỉ Phép,
Sending Failed due to missing email information for employee(s): {1},Gửi thất bại do thiếu thông tin email cho nhân viên: {1},
Sent Successfully: {0},Gửi thành công: {0},
Sep,Tháng 9,
Separation Activities,Các Hoạt Động Phân Tách,
Separation Begins On,Bắt đầu phân tách vào,
Service Details,Chi tiết dịch vụ,
Service Expense,Chi Phí Dịch Vụ,
"Set ""From(Year)"" and ""To(Year)"" to 0 for no upper and lower limit.","Đặt ""Từ(Năm)"" và ""Đến(Năm)"" thành 0 nếu không có giới hạn trên và dưới.",
Set Assignment Details,Thiết lập Chi tiết Giao việc,
Set Attendance Details,Thiết lập Chi tiết Chấm công,
Set Leave Details,Thiết lập Chi tiết Nghỉ phép,
Set Relieving Date for Employee: {0},Thiết lập Ngày hết hạn cho Nhân viên: {0},
Set attendance details for the employees select above,Thiết lập chi tiết điểm danh cho nhân viên đã chọn ở trên,
Set filters to fetch employees,Thiết lập bộ lọc để tìm nạp nhân viên,
Set opening balances for earnings and taxes from the previous employer,Thiết lập số dư đầu kỳ cho thu nhập và các loại thuế từ chủ lao động trước.,
Set optional filters to fetch employees in the appraisee list,Thiết lập các bộ lọc tùy chọn để tìm nạp nhân viên trong danh sách người được đánh giá,
Set the default account for the {0} {1},Thiết lập tài khoản mặc định cho {0} {1},
Set the frequency for holiday reminders,Thiết lập tần suất cho lời nhắc ngày lễ,
Set the properties that should be updated in the Employee master on promotion submission,Thiết lập các thuộc tính cần được cập nhật trong hồ sơ nhân viên khi gửi đề xuất thăng chức,
Set the status to {0} if required.,Đặt trạng thái thành {0} nếu cần.,
Set {0} for selected employees,Thiết lập {0} cho những nhân viên được chọn,
Settings Missing,Thiếu Cài Đặt,
Settle against Advances,Quyết toán đối với các Khoản ứng trước,
Settle all Payables and Receivables before submission,Quyết toán tất cả các khoản Phải trả và Phải thu trước khi nộp,
Shared with the user {0} with 'submit' permisions,Đã chia sẻ với người dùng {0} với quyền 'gửi',
Shift & Attendance,Ca làm việc & Chấm công,
Shift Actual End,Kết thúc ca thực tế,
Shift Actual End Time,Thời gian kết thúc ca thực tế,
Shift Actual Start,Bắt đầu ca thực tế,
Shift Actual Start Time,Thời gian bắt đầu ca thực tế,
Shift Assignment,Phân công ca,
Shift Assignment Details,Chi tiết phân công ca,
Shift Assignment History,Lịch sử phân công ca,
Shift Assignment Tool,Công cụ phân công ca,
Shift Assignment: {0} created for Employee: {1},Phân công ca: {0} đã tạo cho Nhân viên: {1},
Shift Attendance,Chấm công theo ca,
Shift Details,Chi tiết ca,
Shift End,Kết thúc ca,
Shift End Time,Thời gian kết thúc ca,
Shift Location,Địa điểm làm việc,
Shift Request,Yêu cầu đổi ca,
Shift Request Approver,Người phê duyệt yêu cầu đổi ca,
Shift Request Filters,Bộ lọc yêu cầu ca,
Shift Requests ending before this date will be excluded.,Các yêu cầu thay đổi kết thúc trước ngày này sẽ bị loại trừ.,
Shift Requests starting after this date will be excluded.,Yêu cầu đổi ca bắt đầu sau ngày này sẽ bị loại trừ.,
Shift Schedule,Lịch trình ca làm việc,
Shift Schedule Assignment,Phân công lịch trình ca,
Shift Settings,Cài đặt ca làm việc,
Shift Start,Bắt đầu ca,
Shift Start Time,Thời gian bắt đầu ca,
Shift Status,Trạng thái ca,
Shift Timings,Thời gian làm việc theo ca,
Shift Tools,Công cụ chuyển ca,
Shift Type,Loại ca,
Shift has been successfully updated to {0}.,Ca làm việc đã được cập nhật thành công thành {0}.,
Shifts,Ca làm việc,
Show Employee,Hiển Thị Nhân Viên,
Show Leave Balances in Salary Slip,Hiển thị số dư ngày phép trong phiếu lương,
Show Leaves Of All Department Members In Calendar,Hiển thị ngày nghỉ của tất cả các thành viên phòng ban trên lịch,
Show Salary Slip,Hiển Thị Phiếu Lương,
Showing,Đang hiển thị,
Sick Leave,Nghỉ bệnh,
Single Assignment,Gán một lần,
Skill,Kỹ năng,
Skill Assessment,Đánh Giá Kỹ Năng,
Skill Name,Tên Kỹ Năng,
Skills,Kỹ năng,
Skip Auto Attendance,Bỏ qua tự động Chấm công,
"Skipping Salary Structure Assignment for the following employees, as Salary Structure Assignment records already exists against them. {0}",Bỏ qua việc Gán Cấu trúc Lương cho những nhân viên sau vì đã có bản ghi Gán Cấu trúc Lương cho họ. {0},
Source and Rating,Nguồn và Đánh giá,
Source and target shifts cannot be the same,Ca làm việc nguồn và đích không được giống nhau,
Sponsored Amount,Số tiền được tài trợ,
Staffing Details,Chi Tiết Tuyển Dụng,
Staffing Plan,Kế hoạch nhân sự,
Staffing Plan Detail,Chi Tiết Kế Hoạch Tuyển Dụng,
Staffing Plan {0} already exist for designation {1},Kế hoạch nhân sự {0} đã tồn tại cho vị trí {1},
Standard Tax Exemption Amount,Số tiền miễn thuế tiêu chuẩn,
Standard Working Hours,Giờ làm việc tiêu chuẩn,
"Start and end dates not in a valid Payroll Period, cannot calculate {0}","Ngày bắt đầu và ngày kết thúc không nằm trong Kỳ tính lương hợp lệ, không thể tính toán {0}",
"Start and end dates not in a valid Payroll Period, cannot calculate {0}.","Ngày bắt đầu và ngày kết thúc không nằm trong Kỳ tính lương hợp lệ, không thể tính toán {0}.",
Start date: {0},Ngày bắt đầu: {0},
Start time and end time cannot be same.,Thời gian bắt đầu và thời gian kết thúc không được giống nhau.,
Statistical Component,Thành phần Thống kê,
Stock Options,Quyền chọn cổ phiếu,
Stop users from making Leave Applications on following days.,Ngăn người dùng tạo Đơn xin nghỉ phép vào những ngày sau.,
Strictly based on Log Type in Employee Checkin,Hoàn toàn dựa trên Loại Nhật ký trong Chấm công Nhân viên,
Structures have been assigned successfully,Các cấu trúc đã được gán thành công,
Submission Date,Ngày Gửi,
Submission Failed,Gửi không thành công,
Submission of {0} before {1} is not allowed,Không được phép nộp {0} trước {1},
Submit Feedback,Gửi Phản Hồi,
Submit Now,Gửi Ngay,
Submit Proof,Gửi Bằng Chứng,
Submit Salary Slip,Gửi Phiếu Lương,
Submit this Leave Application to confirm.,Gửi Đơn xin nghỉ phép này để xác nhận.,
Submit this to create the Employee record,Gửi thông tin này để tạo hồ sơ Nhân viên,
Submitting Salary Slips and creating Journal Entry...,Gửi Phiếu Lương và tạo Bút toán nhật ký...,
Submitting Salary Slips...,Đang gửi Phiếu lương...,
Subsidiary companies have already planned for {1} vacancies at a budget of {2}. Staffing Plan for {0} should allocate more vacancies and budget for {3} than planned for its subsidiary companies,Các công ty con đã lên kế hoạch cho {1} vị trí tuyển dụng với ngân sách là {2}. Kế hoạch nhân sự cho {0} nên phân bổ nhiều vị trí tuyển dụng và ngân sách cho {3} hơn so với kế hoạch của các công ty con,
Successfully created {0} for employees:,Tạo thành công {0} cho nhân viên:,
Successfully {0} {1} for the following employees:,Đã {0} {1} thành công cho những nhân viên sau:,
Sum of all previous slabs,Tổng của tất cả các bậc trước,
Summarized View,Xem Tóm Tắt,
Sync {0},Đồng bộ {0},
Syntax error,Lỗi cú pháp,
Syntax error in condition: {0} in Income Tax Slab,Lỗi cú pháp trong điều kiện: {0} trong Bậc thuế thu nhập,
Take Exact Completed Years,Lấy Số Năm Hoàn Thành Chính Xác,
Tax & Benefits,Thuế & Phúc lợi,
Tax Deducted Till Date,Thuế khấu trừ đến ngày,
Tax Exemption Category,Loại Miễn Thuế,
Tax Exemption Declaration,Tờ khai miễn thuế,
Tax Exemption Proofs,Bằng chứng miễn thuế,
Tax Setup,Thiết lập thuế,
Tax on additional salary,Thuế trên lương bổ sung,
Tax on flexible benefit,Thuế đối với phúc lợi linh hoạt,
Taxable Earnings Till Date,Thu nhập chịu thuế đến ngày,
Taxable Salary Slab,Bậc Lương Chịu Thuế,
Taxable Salary Slabs,Các Bậc Lương Chịu Thuế,
Taxes & Charges,Thuế & Phí,
Taxes and Charges on Income Tax,Thuế và Phí trên Thuế Thu Nhập,
Taxi,Taxi,
Team Advances,Tạm ứng của nhóm,
Team Claims,Yêu cầu bồi thường của nhóm,
Team Leaves,Đội Nghỉ Phép,
Team Requests,Yêu cầu nhóm,
Team Updates,Cập nhật nhóm,
The currency of {0} should be same as the company's default currency. Please select another account.,Tiền tệ của {0} phải giống với tiền tệ mặc định của công ty. Vui lòng chọn tài khoản khác.,
The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip. ,Ngày mà Thành phần lương với Số tiền sẽ đóng góp vào Thu nhập/Khấu trừ trong Phiếu lương.,
The day of the month when leaves should be allocated,Ngày trong tháng khi cần phân bổ phép,
The day(s) on which you are applying for leave are holidays. You need not apply for leave.,Ngày/các ngày mà bạn xin nghỉ phép là ngày lễ. Bạn không cần phải xin nghỉ phép.,
The days between {0} to {1} are not valid holidays.,Những ngày giữa {0} và {1} không phải là ngày lễ hợp lệ.,
The first Approver in the list will be set as the default Approver.,Người phê duyệt đầu tiên trong danh sách sẽ được đặt làm Người phê duyệt mặc định.,
The fraction of Daily Salary per Leave should be between 0 and 1,Phần lương hàng ngày cho mỗi ngày nghỉ phải nằm trong khoảng từ 0 đến 1,
The fraction of daily wages to be paid for half-day attendance,Tỷ lệ phần trăm lương ngày được trả cho việc làm nửa ngày,
The metrics for this report are calculated based on the {0}. Please set {0} in {1}.,Các chỉ số cho báo cáo này được tính dựa trên {0}. Vui lòng thiết lập {0} trong {1}.,
The metrics for this report are calculated based on {0}. Please set {0} in {1}.,Các chỉ số cho báo cáo này được tính dựa trên {0}. Vui lòng thiết lập {0} trong {1}.,
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.","Phiếu lương gửi qua email cho nhân viên sẽ được bảo vệ bằng mật khẩu, mật khẩu sẽ được tạo dựa trên chính sách mật khẩu.",
The time after the shift start time when check-in is considered as late (in minutes).,Thời gian sau thời gian bắt đầu ca làm việc mà việc check-in được coi là muộn (tính bằng phút).,
The time before the shift end time when check-out is considered as early (in minutes).,Thời gian trước thời gian kết thúc ca làm việc mà việc check-out được coi là sớm (tính bằng phút).,
The time before the shift start time during which Employee Check-in is considered for attendance.,Thời gian trước giờ bắt đầu ca làm việc mà việc Chấm công của Nhân viên được xem xét để tính điểm chuyên cần.,
Theory,Lý thuyết,
There are more holidays than working days this month.,Tháng này có nhiều ngày lễ hơn ngày làm việc.,
There are no vacancies under staffing plan {0},Không có vị trí trống nào theo kế hoạch nhân sự {0},
There is no Salary Structure assigned to {0}. First assign a Salary Stucture.,"Không có Cấu trúc Lương nào được gán cho {0}. Trước tiên, hãy gán một Cấu trúc Lương.",
There's no Employee with Salary Structure: {0}. Assign {1} to an Employee to preview Salary Slip,Không có Nhân viên nào có Cấu trúc lương: {0}. Gán {1} cho Nhân viên để xem trước Phiếu lương,
"These leaves are holidays permitted by the company however, availing it is optional for an Employee.","Những ngày nghỉ này là những ngày lễ do công ty cho phép, tuy nhiên, việc sử dụng chúng là tùy chọn đối với Nhân viên.",
This action will prevent making changes to the linked appraisal feedback/goals.,Hành động này sẽ ngăn chặn việc thay đổi các phản hồi/mục tiêu đánh giá đã liên kết.,
"This check-in is outside assigned shift hours and will not be considered for attendance. If a shift is assigned, adjust its time window and Fetch Shift again.","Lượt check-in này nằm ngoài giờ làm việc được chỉ định và sẽ không được tính vào điểm danh. Nếu ca làm việc đã được chỉ định, hãy điều chỉnh khung giờ của ca làm việc và Lấy Ca Làm Việc lại.",
This compensatory leave will be applicable from {0}.,Chế độ nghỉ bù này sẽ được áp dụng từ {0}.,
This employee already has a log with the same timestamp.{0},Nhân viên này đã có nhật ký với cùng dấu thời gian. {0},
This error can be due to invalid formula or condition.,Lỗi này có thể do công thức hoặc điều kiện không hợp lệ.,
This error can be due to invalid syntax.,Lỗi này có thể là do cú pháp không hợp lệ.,
This error can be due to missing or deleted field.,Lỗi này có thể do thiếu hoặc xóa trường.,
This field allows you to set the maximum number of consecutive leaves an Employee can apply for.,Trường này cho phép bạn đặt số lượng ngày nghỉ liên tiếp tối đa mà Nhân viên có thể đăng ký.,
This field allows you to set the maximum number of leaves that can be allocated annually for this Leave Type while creating the Leave Policy,Trường này cho phép bạn đặt số lượng ngày nghỉ tối đa có thể được phân bổ hàng năm cho Loại Nghỉ này khi tạo Chính sách nghỉ.,
This is based on the attendance of this Employee,Dựa trên sự tham gia của Nhân viên này,
This method is only meant for developer mode,Phương pháp này chỉ dành cho chế độ nhà phát triển,
This will overwrite the tax component {0} in the salary slip and tax won't be calculated based on the Income Tax Slabs,Thao tác này sẽ ghi đè thành phần thuế {0} trong phiếu lương và thuế sẽ không được tính dựa trên các Bậc Thuế Thu nhập,
This will submit Salary Slips and create accrual Journal Entry. Do you want to proceed?,Hành động này sẽ gửi Phiếu lương và tạo Bút toán tích lũy. Bạn có muốn tiếp tục không?,
Time after the end of shift during which check-out is considered for attendance.,Thời gian sau khi kết thúc ca làm việc mà việc chấm công được xem xét cho điểm danh.,
Time taken to fill the open positions,Thời gian cần thiết để lấp đầy các vị trí còn trống,
Time to Fill,Thời gian cần thiết để hoàn thành,
Timelines,Dòng thời gian,
Timesheet Details,Chi Tiết Bảng Chấm Công,
Timing,Định thời,
To Amount,Đến Số tiền,
To Date should be greater than From Date,Ngày kết thúc phải lớn hơn Ngày bắt đầu,
"To allow this, enable {0} under {1}.","Để cho phép điều này, hãy bật {0} trong {1}.",
